id,n_atoms,hybr,n_rings,counted_rings,counted_atoms,sp,sp2,sp3,ma
C11968,"Dict{Symbol, Any}(:H => 72, :O => 14, :C => 48)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""none"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3""]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 2, 3, 2, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",3,62,0,13,49,35
C02400,"Dict{Symbol, Any}(:N => 1, :H => 73, :O => 17, :C => 44)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3""]","[1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0]",1,62,0,11,51,39
C11959,"Dict{Symbol, Any}(:H => 72, :O => 15, :C => 47)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""none"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3""]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 2, 3, 2, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",3,62,0,11,51,37
C10824,"Dict{Symbol, Any}(:N => 1, :H => 73, :O => 16, :C => 45)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""none"", ""none"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""none"", ""none"", ""sp3"", ""none"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3""]","[2, 2, 1, 1, 1, 2, 0, 1, 1, 1, 1, 1, 0, 0, 0, 2, 2, 0, 1, 2, 1, 2, 1, 2, 1, 2, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",2,62,0,2,60,37
C12219,"Dict{Symbol, Any}(:N => 6, :H => 42, :O => 18, :C => 39)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2""]","[0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,63,0,51,12,39
C21510,"Dict{Symbol, Any}(:N => 4, :H => 44, :Ni => 1, :O => 16, :C => 42)","[""sp"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[2, 2, 1, 1, 2, 1, 0, 2, 2, 0, 0, 0, 1, 3, 1, 0, 0, 1, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 1, 1, 3, 0, 0, 0, 2, 1, 0, 2, 0, 1, 2, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,63,1,44,18,33
C11538,"Dict{Symbol, Any}(:N => 4, :H => 44, :Co => 1, :O => 16, :C => 42)","[""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp""]","[2, 1, 1, 2, 1, 0, 2, 2, 0, 0, 0, 1, 3, 1, 0, 0, 1, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 1, 1, 3, 0, 0, 0, 2, 1, 0, 2, 0, 1, 2, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",3,63,1,44,18,37
C21511,"Dict{Symbol, Any}(:N => 6, :H => 46, :Ni => 1, :O => 14, :C => 42)","[""sp"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[2, 2, 1, 1, 2, 1, 0, 2, 2, 0, 0, 0, 1, 3, 1, 0, 0, 1, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 1, 1, 3, 0, 0, 0, 2, 1, 0, 2, 0, 1, 2, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,63,1,44,18,37
C00748,"Dict{Symbol, Any}(:N => 4, :Fe => 1, :H => 44, :O => 16, :C => 42)","[""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp"", ""sp2"", ""sp2""]","[2, 1, 1, 2, 1, 0, 2, 2, 0, 0, 0, 1, 3, 1, 0, 0, 1, 0, 0, 2, 2, 0, 0, 0, 0, 1, 1, 3, 0, 0, 0, 2, 1, 0, 2, 0, 1, 2, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]",3,63,1,44,18,35
C11615,"Dict{Symbol, Any}(:N => 8, :H => 54, :O => 10, :C => 45)","[""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3""]","[1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0]",2,63,0,43,20,42
C05772,"Dict{Symbol, Any}(:N => 4, :H => 50, :O => 16, :C => 43)","[""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[1, 2, 1, 0, 0, 1, 2, 2, 0, 0, 2, 0, 1, 0, 0, 0, 1, 2, 2, 0, 1, 0, 2, 1, 2, 0, 0, 0, 0, 1, 1, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 0, 1, 2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,63,0,43,20,33
C21512,"Dict{Symbol, Any}(:N => 6, :H => 53, :Ni => 1, :O => 14, :C => 42)","[""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""none"", ""sp2"", ""sp2"", ""sp2""]","[2, 1, 1, 2, 1, 0, 3, 2, 0, 0, 0, 2, 2, 1, 0, 0, 1, 1, 0, 2, 2, 0, 0, 0, 0, 0, 1, 1, 2, 0, 2, 1, 0, 2, 0, 1, 2, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",3,63,0,35,27,36
C16244,"Dict{Symbol, Any}(:N => 4, :H => 57, :Co => 1, :O => 14, :C => 44)","[""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""none"", ""sp3"", ""sp3"", ""sp3"", ""none"", ""sp3""]","[2, 1, 1, 2, 1, 0, 2, 2, 0, 0, 0, 1, 2, 2, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 2, 1, 0, 2, 0, 1, 2, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,63,0,34,28,37
C06399,"Dict{Symbol, Any}(:N => 4, :H => 60, :O => 14, :C => 45)","[""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[2, 2, 1, 2, 0, 1, 2, 1, 0, 0, 2, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 1, 2, 0, 1, 2, 0, 0, 1, 0, 0, 2, 0, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,63,0,34,29,36
C06503,"Dict{Symbol, Any}(:N => 6, :H => 62, :O => 12, :C => 45)","[""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[2, 2, 1, 2, 0, 1, 2, 1, 0, 0, 2, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 1, 2, 0, 1, 2, 0, 0, 1, 0, 0, 2, 0, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,63,0,34,29,36
C02611,"Dict{Symbol, Any}(:P => 3, :N => 7, :H => 44, :S => 1, :O => 19, :C => 33)","[""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 1, 2, 1, 1, 1]",2,63,0,34,29,44
C06408,"Dict{Symbol, Any}(:N => 4, :H => 60, :O => 14, :C => 45)","[""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[2, 2, 1, 2, 0, 1, 2, 1, 0, 0, 2, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 1, 2, 0, 1, 2, 0, 0, 1, 0, 0, 2, 0, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,63,0,33,30,35
C03160,"Dict{Symbol, Any}(:P => 3, :N => 7, :H => 44, :S => 1, :O => 20, :C => 32)","[""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0]",2,63,0,33,30,42
C00411,"Dict{Symbol, Any}(:P => 3, :N => 7, :H => 46, :S => 1, :O => 20, :C => 32)","[""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",2,63,0,33,30,44
C09820,"Dict{Symbol, Any}(:P => 3, :N => 7, :H => 44, :S => 1, :O => 20, :C => 32)","[""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1]",2,63,0,33,30,44
